🇭🇰公告:更新11-11-2025🇭🇰,#genre#
ESPN 2 SUR HD,http://portal5458.com:8080/live/feef0CwPbG/0833299410/47100.m3u8
ESPN 3 SUR HD,http://portal5458.com:8080/live/feef0CwPbG/0833299410/47104.m3u8
ESPN 3 SUR,http://portal5458.com:8080/live/feef0CwPbG/0833299410/47103.m3u8
ESPN DEPORTES HD,http://portal5458.com:8080/live/feef0CwPbG/0833299410/47105.m3u8
ESPN MEXICO HD,http://portal5458.com:8080/live/feef0CwPbG/0833299410/47107.m3u8
ESPN MEXICO,http://portal5458.com:8080/live/feef0CwPbG/0833299410/47106.m3u8
ESPN NETWORK MEXICO,http://portal5458.com:8080/live/feef0CwPbG/0833299410/47108.m3u8
ESPN PLUS MEXICO,http://portal5458.com:8080/live/feef0CwPbG/0833299410/47109.m3u8
ESPN8: The Ocho,https://jmp2.uk/stvp-US34000040T
EUROSPORT 1 HD,http://portal5458.com:8080/live/feef0CwPbG/0833299410/47854.m3u8
FanDuel TV Extra,https://jmp2.uk/stvp-US1400012RF
FIFA+,https://jmp2.uk/stvp-USBD12000255B
FOX DEPORTES HD,http://portal5458.com:8080/live/feef0CwPbG/0833299410/47115.m3u8
FOX DEPORTES HD,http://portal5458.com:8080/live/feef0CwPbG/0833299410/47116.m3u8
Fox Sports 1 Premium Chile HD,http://portal5458.com:8080/live/feef0CwPbG/0833299410/47117.m3u8
FOX SPORTS 2 MEXICO HD,http://portal5458.com:8080/live/feef0CwPbG/0833299410/47119.m3u8
FOX SPORTS 2 MEXICO,http://portal5458.com:8080/live/feef0CwPbG/0833299410/47118.m3u8
FOX SPORTS 2 SUR HD,http://portal5458.com:8080/live/feef0CwPbG/0833299410/47121.m3u8
FOX SPORTS 2 SUR,http://portal5458.com:8080/live/feef0CwPbG/0833299410/47120.m3u8
FOX SPORTS 3 MEXICO HD,http://portal5458.com:8080/live/feef0CwPbG/0833299410/47123.m3u8
FOX SPORTS 3 MEXICO,http://portal5458.com:8080/live/feef0CwPbG/0833299410/47122.m3u8
FOX SPORTS 3 SUR,http://portal5458.com:8080/live/feef0CwPbG/0833299410/47124.m3u8
FOX SPORTS MEXICO HD,http://portal5458.com:8080/live/feef0CwPbG/0833299410/47128.m3u8
FOX SPORTS MEXICO,http://portal5458.com:8080/live/feef0CwPbG/0833299410/47127.m3u8
FOX SPORTS PREMIUM HD,http://portal5458.com:8080/live/feef0CwPbG/0833299410/47129.m3u8
FOX SPORTS SUR HD,http://portal5458.com:8080/live/feef0CwPbG/0833299410/47131.m3u8
FOX SPORTS SUR,http://portal5458.com:8080/live/feef0CwPbG/0833299410/47130.m3u8
FOX Sports,https://jmp2.uk/stvp-US2700001QY
GOLF CHANNEL LATINO HD,http://portal5458.com:8080/live/feef0CwPbG/0833299410/47133.m3u8
GOLF CHANNEL SUR,http://portal5458.com:8080/live/feef0CwPbG/0833299410/47135.m3u8
Horror Channel,http://portal5458.com:8080/live/feef0CwPbG/0833299410/47781.m3u8
Hub Premier 4 HD,http://main.light-ott.net:80/play/live.php?mac=00:1A:79:3A:93:FD&stream=1314080&extension=ts&play_token=tlQaY2nd4P
Hub Premier 6 HD,http://main.light-ott.net:80/play/live.php?mac=00:1A:79:3A:93:FD&stream=1314082&extension=ts&play_token=mbznWD9xYe
Hub Premier 7 HD,http://main.light-ott.net:80/play/live.php?mac=00:1A:79:3A:93:FD&stream=1314083&extension=ts&play_token=CxgiuXGw0c
Hub Premier 8 HD,http://main.light-ott.net:80/play/live.php?mac=00:1A:79:3A:93:FD&stream=1314084&extension=ts&play_token=Suotild03T
LFC TV,http://portal5458.com:8080/live/feef0CwPbG/0833299410/47857.m3u8
MSG SportsZone,https://jmp2.uk/stvp-USBD300021B8
NBC SPORTS (BAY AREA) HD,http://portal5458.com:8080/live/feef0CwPbG/0833299410/28744.m3u8
NBC SPORTS (BOSTON) HD,http://portal5458.com:8080/live/feef0CwPbG/0833299410/28743.m3u8
NBC Sports (California) HD,http://portal5458.com:8080/live/feef0CwPbG/0833299410/28742.m3u8
NBC Sports (Philadelphia) HD,http://portal5458.com:8080/live/feef0CwPbG/0833299410/28738.m3u8
NBC Sports NOW,https://jmp2.uk/stvp-USBD420002446
Nova Sport 1,https://estreams.tv.nej.cz/dash/CH_NOVA_SPORT1_Portable.ism/playlist.mpd
Nova Sport 2,https://estreams.tv.nej.cz/dash/CH_NOVA_SPORT2_Portable.ism/playlist.mpd
Premier Sport 1,http://portal5458.com:8080/live/feef0CwPbG/0833299410/47858.m3u8
Premier Sport 2,http://portal5458.com:8080/live/feef0CwPbG/0833299410/47859.m3u8
Rangers TV,http://portal5458.com:8080/live/feef0CwPbG/0833299410/47861.m3u8
RT,https://rt-glb.rttv.com/live/rtnews/playlist.m3u8
Sport 1,https://estreams.tv.nej.cz/dash/CH_SPORT1_Portable.ism/playlist.mpd
TNT Sports 1,http://portal5458.com:8080/live/feef0CwPbG/0833299410/47850.m3u8
TNT Sports 2,http://portal5458.com:8080/live/feef0CwPbG/0833299410/47851.m3u8
TNT Sports 3,http://portal5458.com:8080/live/feef0CwPbG/0833299410/47852.m3u8
TNT Sports 4,http://portal5458.com:8080/live/feef0CwPbG/0833299410/47853.m3u8
TSN 1,http://1tv41.icu:8080/Vzy4FT/617102/47440
TSN 1,http://1tv41.icu:8080/Vzy4FT/617102/57292
TSN 1,http://portal5458.com:8080/live/feef0CwPbG/0833299410/40651.m3u8
TSN 2,http://1tv41.icu:8080/Vzy4FT/617102/16129
TSN 2,http://1tv41.icu:8080/Vzy4FT/617102/47442
TSN 2,http://portal5458.com:8080/live/feef0CwPbG/0833299410/40650.m3u8
TSN 3,http://1tv41.icu:8080/Vzy4FT/617102/10389
TSN 3,http://1tv41.icu:8080/Vzy4FT/617102/47444
TSN 3,http://portal5458.com:8080/live/feef0CwPbG/0833299410/40649.m3u8
TSN 4,http://1tv41.icu:8080/Vzy4FT/617102/66783
TSN 4,http://portal5458.com:8080/live/feef0CwPbG/0833299410/40648.m3u8
TSN 5,http://1tv41.icu:8080/Vzy4FT/617102/16131
TSN 5,http://1tv41.icu:8080/Vzy4FT/617102/57467
TSN 5,http://portal5458.com:8080/live/feef0CwPbG/0833299410/40647.m3u8
TUDN HD,http://portal5458.com:8080/live/feef0CwPbG/0833299410/47140.m3u8
TVC DEPORTES MEXICO HD,http://portal5458.com:8080/live/feef0CwPbG/0833299410/47141.m3u8
TVP Sport,https://estreams.tv.nej.cz/dash/CH_TVP_SPORT.ism/playlist.mpd
UK - SKY SPORTS ARENA,http://2k.tstvs.com/691eba43db76f/d07ee0f057/577944.ts
UK - SKY SPORTS DARTS,http://2k.tstvs.com/691eba43db76f/d07ee0f057/577942.ts
UK-ASTRO SPORTS 1 HD,http://2k.tstvs.com/691eba43db76f/d07ee0f057/828098.ts
UK-ASTRO SPORTS 2 HD,http://2k.tstvs.com/691eba43db76f/d07ee0f057/828097.ts
UK-ASTRO SPORTS 3 HD,http://2k.tstvs.com/691eba43db76f/d07ee0f057/828096.ts
UK-ASTRO SPORTS 4 HD,http://2k.tstvs.com/691eba43db76f/d07ee0f057/828095.ts
UK-ASTRO SPORTS 5 HD,http://2k.tstvs.com/691eba43db76f/d07ee0f057/828094.ts
UK-BEIN SPORTS 1 HD,http://2k.tstvs.com/691eba43db76f/d07ee0f057/828072.ts
UK-BEIN SPORTS 2 HD,http://2k.tstvs.com/691eba43db76f/d07ee0f057/828071.ts
UK-BEIN SPORTS 3 HD,http://2k.tstvs.com/691eba43db76f/d07ee0f057/828070.ts
UK-SKY SPORTS MAIN EVENT,http://2k.tstvs.com/691eba43db76f/d07ee0f057/577947.ts
UK-SKY SPORTS PREMIER LEAGUE,http://2k.tstvs.com/691eba43db76f/d07ee0f057/577946.ts
VTV,http://portal5458.com:8080/live/feef0CwPbG/0833299410/47142.m3u8
WION,https://d7x8z4yuq42qn.cloudfront.net/index_7.m3u8



🇭🇰Astro|娛樂,#genre#
█████████████████████████████████████████████

Astr,http://php.jdshipin.com:8880/smt.php?id=Huahee
Astr,https://cdn9.163189.xyz/smt1.1.php?id=Huahee
Astro AEC,http://67.220.67.246:2347/livehttpplay?channel_id=20703
Astro AEC,http://o11.163189.xyz/stream/live/aec/
Astro AEC,http://php.jdshipin.com/smt.php?id=AEC
Astro AEC,http://php.jdshipin.com:8880/smt.php?id=AEC
Astro AEC,https://cdn9.163189.xyz/smt1.1.php?id=AEC
Astro AEC,https://cdn9.163189.xyz/smt3.1.1.php?id=AEC
Astro AEC,https://o11.163189.xyz/stream/live/aec/
Astro AOD,http://67.220.67.246:2347/livehttpplay?channel_id=20707
Astro AOD,http://cdn9.163189.xyz/smt1.1.php?id=Aodhd
Astro AOD,http://o11.163189.xyz/stream/live/aod/
Astro AOD,http://php.jdshipin.com/PLTV/iptv.php?id=aod
Astro AOD,http://php.jdshipin.com/smt.php?id=Aodhd
Astro AOD,http://php.jdshipin.com/TVOD/iptv.php?id=aod
Astro AOD,http://php.jdshipin.com:8880/smt.php?id=Aodhd
Astro AOD,http://rihou.cc:555/tv/[PL]Astroaod
Astro AOD,https://cdn9.163189.xyz/smt1.1.php?id=Aodhd
Astro AOD,https://cdn9.163189.xyz/smt3.1.1.php?id=Aodhd
Astro AOD,https://o11.163189.xyz/stream/live/aod/
Astro QJ,http://php.jdshipin.com/smt.php?id=Quanjia
Astro QJ,http://php.jdshipin.com:8880/smt.php?id=Quanjia
Astro QJ,https://cdn9.163189.xyz/smt1.1.php?id=Quanjia
Astro QJ,https://cdn9.163189.xyz/smt3.1.1.php?id=Quanjia
Astro愛奇藝,http://iptv.4666888.xyz/iptv2A.php?id=21
Astro愛奇藝,http://o11.163189.xyz/stream/live/iqiyi/
Astro愛奇藝,http://php.jdshipin.com/smt.php?id=Qiyi
Astro愛奇藝,http://php.jdshipin.com:8880/smt.php?id=Qiyi
Astro愛奇藝,https://cdn9.163189.xyz/smt1.1.php?id=Qiyi
Astro愛奇藝,https://cdn9.163189.xyz/smt3.1.1.php?id=Qiyi
Astro愛奇藝,https://o11.163189.xyz/stream/live/iqiyi/
Astro歡喜臺,http://php.jdshipin.com:8880/TVOD/iptv.php?id=aod
Astro歡喜臺,http://o11.163189.xyz/stream/live/hxt/
Astro歡喜臺,http://php.jdshipin.com/smt.php?id=Huahee
Astro歡喜臺,https://cdn9.163189.xyz/smt3.1.1.php?id=Huahee
Astro歡喜臺,http://67.220.67.246:2347/livehttpplay?channel_id=20705
AXN,https://stream1.freetv.fun/axn--wj-2.ctv


🇭🇰香港|CHC,#genre#
█████████████████████████████████████████████
Love Nature HD,https://bamus-lovenature-lg.amagi.tv/1080p-cc/index.m3u8
香港卫视频道,http://webcast.hkstv.tv/livestream/mutfysrq/playlist.m3u8
八度空間,http://php.jdshipin.com/smt.php?id=TV8
八度空間,http://rihou.cc:555/tv/[Pd]八度空间
生命電視,http://61.216.67.119:1935/lifetv/lifetv.stream/manifest.m3u8
亞洲新聞,https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_5.m3u8
香港C+,http://ottproxy2.ist.ooo/livehls/MOB-U1-NO/03.m3u8
香港C+,http://ottproxy2.ist.ooo/livehls/MOB-U1-NO/index.m3u8
香港C+,http://ottproxy2.ist.ooo/livehls/MOB-U1-NO/01.m3u8
香港C+,http://ottproxy2.ist.ooo/livehls/MOB-U1-NO/02.m3u8
唯心電視,https://5ddce30eb4b55.streamlock.net/wxtv/wxtvnow.stream/playlist.m3u8
環球電視,http://utv1.hqtvzb.com:9999/hls/world.m3u8
耀才財經,https://v3.mediacast.hk/webcast/bshdlive-pc/playlist.m3u8
镜新闻,http://rihou.cc:555/tv/[Hk]闽镜新闻
CH5,http://rihou.cc:555/tv/[Pd]CH5综合
CH8,http://rihou.cc:555/tv/[Pd]CH8综合
CHU,http://rihou.cc:555/tv/[Pd]CHU综合


🇲🇴澳門頻道,#genre#
澳視Mac,http://php.jdshipin.com/PLTV/iptv.php?id=as
澳視Mac,http://php.jdshipin.com/TVOD/iptv.php?id=as
澳視澳門,http://rihou.cc:555/tv/[Pd]澳视澳门
澳視澳門,http://php.jdshipin.com/PLTV/iptv.php?id=asam
澳視澳門,http://php.jdshipin.com/TVOD/iptv.php?id=asam
澳視澳門,http://r.jdshipin.com/n2YZI
澳視澳門,https://cdn6.101.qzz.io/163189/asam
澳視澳門,http://fenghuang.tv12.xyz/181.m3u8
澳視澳門,http://103.233.191.134:1935/ch1/ch1.live/playlist.m3u8
澳門資訊,http://103.233.191.134:1935/ch5/info_ch5.live/playlist.m3u8
澳門綜藝,http://rihou.cc:555/tv/[Pd]澳门综艺
澳門綜藝,http://cdn6.163189.xyz/163189/amzy
澳門綜藝,http://103.233.191.134:1935/ch6/hd_ch6.live/playlist.m3u8
澳門蓮花,http://rihou.cc:555/tv/[Pd]澳门莲花
澳門蓮花,http://cdn6.163189.xyz/163189/amlh
澳門體育,http://rihou.cc:555/tv/[Pd]澳门体育
澳門體育,http://cdn6.163189.xyz/163189/amty
澳視體育,http://fenghuang.tv12.xyz/184.m3u8
澳視體育,http://103.233.191.134:1935/ch4/sport_ch4.live/playlist.m3u8
澳視葡文,http://fenghuang.tv12.xyz/182.m3u8
澳視葡文,http://103.233.191.134:1935/ch2/ch2.live/playlist.m3u8
澳視資訊,http://fenghuang.tv12.xyz/185.m3u8
澳視綜藝,http://fenghuang.tv12.xyz/186.m3u8
澳視衛星,http://rihou.cc:555/tv/[Pd]澳视卫星
澳視衛星,http://r.jdshipin.com/QFhCq
澳視衛星,http://fenghuang.tv12.xyz/183.m3u8
澳視衛星,http://103.233.191.134:1935/ch3/ch3.live/playlist.m3u8

🌸海燕(台灣),#genre#
█████████████████████████████████████████████
TVBS,http://61.221.215.25:8800/hls/9/index.m3u8
小公視,http://74.91.26.218:82/live/ptsse.m3u8
中天新聞臺,http://222.128.55.152:9080/live/fc.m3u8
中視,http://74.91.26.218:82/live/ctv.m3u8
中視菁采,http://74.91.26.218:82/live/ctvjc.m3u8
中視新聞,http://74.91.26.218:82/live/ctvnews.m3u8
中視經典,http://74.91.26.218:82/live/ctvjd.m3u8
公視,http://74.91.26.218:82/live/pts.m3u8
公視臺語臺,http://74.91.26.218:82/live/ptsty.m3u8
民視,http://74.91.26.218:82/live/ftv.m3u8
民視第壹臺,http://74.91.26.218:82/live/ftvdy.m3u8
民視新聞臺,http://74.91.26.218:82/live/ftvnews.m3u8
民視臺灣臺,http://74.91.26.218:82/live/ftvtw.m3u8
華視,http://74.91.26.218:82/live/cts.m3u8
華視教育體育文化,http://74.91.26.218:82/live/ctsjy.m3u8
華視新聞資訊,http://74.91.26.218:82/live/ctsnews.m3u8
臺視,http://74.91.26.218:82/live/ttv.m3u8
臺視財經,http://74.91.26.218:82/live/ttvcj.m3u8
臺視新聞,http://74.91.26.218:82/live/ttvnews.m3u8
臺視綜合,http://74.91.26.218:82/live/ttvzh.m3u8
龍華日韓,http://cdn8.163189.xyz/163189/lhrh
龍華偶像,http://cdn8.163189.xyz/163189/lhox
龍華經典,http://cdn8.163189.xyz/163189/lhjd
龍華電影,http://cdn8.163189.xyz/163189/lhdy
龍華戲劇,http://cdn8.163189.xyz/163189/lhxj


🌸🇭🇰易發(臺灣),#genre#
█████████████████████████████████████████████

ARIRANG阿里郎頻道,http://clawcloud.goiptv.de5.net/litv.php?id=4gtv-4gtv079&token=xiatianshigou
CLASSICA 古典樂,http://clawcloud.goiptv.de5.net/litv.php?id=4gtv-4gtv059&token=xiatianshigou
DayStar,http://clawcloud.goiptv.de5.net/litv.php?id=daystar&token=xiatianshigou
ELTV英語學習台,http://clawcloud.goiptv.de5.net/litv.php?id=litv-xinchuang20&token=xiatianshigou
Focus風采戲劇台,http://clawcloud.goiptv.de5.net/litv.php?id=litv-fast1224&token=xiatianshigou
Focus歡樂綜合台,http://clawcloud.goiptv.de5.net/litv.php?id=litv-fast1223&token=xiatianshigou
GINX Esports TV,http://clawcloud.goiptv.de5.net/litv.php?id=4gtv-4gtv053&token=xiatianshigou
KLT-靖天國際台,http://clawcloud.goiptv.de5.net/litv.php?id=4gtv-4gtv063&token=xiatianshigou
Mezzo Live HD,http://clawcloud.goiptv.de5.net/litv.php?id=4gtv-4gtv083&token=xiatianshigou
My Cinema Europe HD 我的歐洲電影,http://clawcloud.goiptv.de5.net/litv.php?id=litv-ftv10&token=xiatianshigou
Nice TV靖天歡樂台,http://clawcloud.goiptv.de5.net/litv.php?id=4gtv-4gtv054&token=xiatianshigou
Pet Club TV,http://clawcloud.goiptv.de5.net/litv.php?id=4gtv-4gtv110&token=xiatianshigou
RTHK 33,http://46.38.157.60:53874/proxy/0fdfa04b92f5c594.m3u8
SMART知識台,http://clawcloud.goiptv.de5.net/litv.php?id=litv-xinchuang19&token=xiatianshigou
TRACE Sport Stars,http://clawcloud.goiptv.de5.net/litv.php?id=4gtv-4gtv077&token=xiatianshigou
TRACE Urban,http://clawcloud.goiptv.de5.net/litv.php?id=4gtv-4gtv082&token=xiatianshigou
TVBS,https://a3f1b2.kylintv.tv/live/tvbshd_iphone.m3u8
TVBS新闻,http://jnzq.ohoyee.com:9080/live/xingjiaoge-tvbsxw.m3u8
TVB星河頻道,http://46.38.157.60:53874/proxy/eec374cc1e8d1626.m3u8
八大精彩台,http://clawcloud.goiptv.de5.net/litv.php?id=4gtv-4gtv034&token=xiatianshigou
八大綜藝台,http://clawcloud.goiptv.de5.net/litv.php?id=4gtv-4gtv039&token=xiatianshigou
三立新聞iNEWS,http://clawcloud.goiptv.de5.net/litv.php?id=iNEWS&token=xiatianshigou
大愛一台,https://a3f1b2.kylintv.tv/live/daai_iphone.m3u8
中天亞洲台,http://clawcloud.goiptv.de5.net/litv.php?id=4gtv-4gtv109&token=xiatianshigou
中天新聞台,http://46.38.157.60:53874/proxy/e02b3975691e34b3.m3u8
中天新聞台,http://clawcloud.goiptv.de5.net/litv.php?id=4gtv-4gtv009&token=xiatianshigou
中天新聞台,https://a3f1b2.kylintv.tv/live/cti_iphone.m3u8
中視,http://211.72.174.95:8113/0.ts
中視,http://clawcloud.goiptv.de5.net/litv.php?id=4gtv-4gtv040&token=xiatianshigou
中視新聞,http://clawcloud.goiptv.de5.net/litv.php?id=4gtv-4gtv074&token=xiatianshigou
公视戏剧,https://cdn12.178.indevs.in/163189/2973b910e7719c08
公視,http://211.72.174.95:8116/0.ts
公視戲劇,http://clawcloud.goiptv.de5.net/litv.php?id=4gtv-4gtv042&token=xiatianshigou
凤凰资讯,http://mytvsuper.webn.cc:2052/live/stream-f8063c3794481a17/index.m3u8
东森新闻台,http://46.38.157.60:53874/proxy/0f23c88d7f2082dc.m3u8
台視,http://211.72.174.95:8112/0.ts
台視,http://clawcloud.goiptv.de5.net/litv.php?id=4gtv-4gtv066&token=xiatianshigou
台視財經,http://clawcloud.goiptv.de5.net/litv.php?id=4gtv-4gtv056&token=xiatianshigou
台視新聞,http://clawcloud.goiptv.de5.net/litv.php?id=4gtv-4gtv051&token=xiatianshigou
台灣戲劇台,http://clawcloud.goiptv.de5.net/litv.php?id=litv-xinchuang22&token=xiatianshigou
民视影剧台,https://cdn12.178.indevs.in/163189/73d93f1c22fa91d7
民視,http://211.72.174.95:8115/0.ts
民視,http://clawcloud.goiptv.de5.net/litv.php?id=4gtv-4gtv155&token=xiatianshigou
民視,https://a3f1b2.kylintv.tv/live/formosatv_iphone.m3u8
民視台灣台,http://clawcloud.goiptv.de5.net/litv.php?id=4gtv-4gtv001&token=xiatianshigou
民視旅遊台,http://clawcloud.goiptv.de5.net/litv.php?id=litv-ftv07&token=xiatianshigou
民視第一台,http://clawcloud.goiptv.de5.net/litv.php?id=4gtv-4gtv003&token=xiatianshigou
民視新聞,http://211.72.174.95:8117/0.ts
民視新聞台,http://clawcloud.goiptv.de5.net/litv.php?id=litv-ftv13&token=xiatianshigou
民視綜藝台,http://clawcloud.goiptv.de5.net/litv.php?id=4gtv-4gtv004&token=xiatianshigou
民視影劇台,http://clawcloud.goiptv.de5.net/litv.php?id=litv-ftv09&token=xiatianshigou
好消息,http://clawcloud.goiptv.de5.net/litv.php?id=litv-ftv16&token=xiatianshigou
好消息2台,http://clawcloud.goiptv.de5.net/litv.php?id=litv-ftv17&token=xiatianshigou
好消息2台,https://a3f1b2.kylintv.tv/live/gdtv2_iphone.m3u8
纬来电影台,http://46.38.157.60:53874/proxy/a7de9e9ba71250e9.m3u8
纬来体育,http://46.38.157.60:53874/proxy/e817c60fff235471.m3u8
亞洲旅遊台,http://clawcloud.goiptv.de5.net/litv.php?id=4gtv-4gtv076&token=xiatianshigou
東森財經新聞台,http://clawcloud.goiptv.de5.net/litv.php?id=4gtv-4gtv153&token=xiatianshigou
東森新聞,http://211.72.174.95:8138/0.ts
東森新聞台,http://clawcloud.goiptv.de5.net/litv.php?id=4gtv-4gtv152&token=xiatianshigou
東森綜合2台,https://h5cdn3.kylintv.tv/live/ebcvtv_iphone.m3u8
東森購物1台,http://clawcloud.goiptv.de5.net/litv.php?id=4gtv-4gtv102&token=xiatianshigou
東森購物2台,http://clawcloud.goiptv.de5.net/litv.php?id=4gtv-4gtv103&token=xiatianshigou
采昌影劇台,http://clawcloud.goiptv.de5.net/litv.php?id=4gtv-4gtv049&token=xiatianshigou
非凡商業台,http://clawcloud.goiptv.de5.net/litv.php?id=4gtv-4gtv048&token=xiatianshigou
非凡新聞台,http://clawcloud.goiptv.de5.net/litv.php?id=4gtv-4gtv010&token=xiatianshigou
客家電視台,http://clawcloud.goiptv.de5.net/litv.php?id=4gtv-4gtv043&token=xiatianshigou
倪珍播新聞,http://clawcloud.goiptv.de5.net/litv.php?id=nnews-zh&token=xiatianshigou
時尚運動X,http://clawcloud.goiptv.de5.net/litv.php?id=4gtv-4gtv014&token=xiatianshigou
國會頻道1台,http://clawcloud.goiptv.de5.net/litv.php?id=4gtv-4gtv084&token=xiatianshigou
國會頻道2台,http://clawcloud.goiptv.de5.net/litv.php?id=4gtv-4gtv085&token=xiatianshigou
第1商業台,http://clawcloud.goiptv.de5.net/litv.php?id=4gtv-4gtv104&token=xiatianshigou
博斯高球二台,http://clawcloud.goiptv.de5.net/litv.php?id=litv-xinchuang06&token=xiatianshigou
博斯高球台,http://clawcloud.goiptv.de5.net/litv.php?id=litv-xinchuang05&token=xiatianshigou
博斯無限二台,http://clawcloud.goiptv.de5.net/litv.php?id=litv-xinchuang13&token=xiatianshigou
博斯無限台,http://clawcloud.goiptv.de5.net/litv.php?id=litv-xinchuang10&token=xiatianshigou
博斯運動一台,http://clawcloud.goiptv.de5.net/litv.php?id=litv-xinchuang07&token=xiatianshigou
博斯運動二台,http://clawcloud.goiptv.de5.net/litv.php?id=litv-xinchuang08&token=xiatianshigou
博斯網球台,http://clawcloud.goiptv.de5.net/litv.php?id=litv-xinchuang09&token=xiatianshigou
博斯魅力台,http://clawcloud.goiptv.de5.net/litv.php?id=litv-xinchuang04&token=xiatianshigou
智林體育台,http://clawcloud.goiptv.de5.net/litv.php?id=4gtv-4gtv101&token=xiatianshigou
華視,http://211.72.174.95:8114/0.ts
華視,http://clawcloud.goiptv.de5.net/litv.php?id=4gtv-4gtv041&token=xiatianshigou
華視,https://a3f1b2.kylintv.tv/live/ctshd_iphone.m3u8
華視新聞,http://clawcloud.goiptv.de5.net/litv.php?id=4gtv-4gtv052&token=xiatianshigou
視納華仁紀實頻道,http://clawcloud.goiptv.de5.net/litv.php?id=4gtv-4gtv013&token=xiatianshigou
黃金八點檔,http://clawcloud.goiptv.de5.net/litv.php?id=litv-fast1225&token=xiatianshigou
愛爾達娛樂台,http://clawcloud.goiptv.de5.net/litv.php?id=4gtv-4gtv070&token=xiatianshigou
達文西頻道,http://clawcloud.goiptv.de5.net/litv.php?id=4gtv-4gtv018&token=xiatianshigou
靖天日本台,http://clawcloud.goiptv.de5.net/litv.php?id=4gtv-4gtv047&token=xiatianshigou
靖天卡通台,http://clawcloud.goiptv.de5.net/litv.php?id=4gtv-4gtv044&token=xiatianshigou
靖天育樂台,http://clawcloud.goiptv.de5.net/litv.php?id=4gtv-4gtv062&token=xiatianshigou
靖天映畫,http://clawcloud.goiptv.de5.net/litv.php?id=4gtv-4gtv055&token=xiatianshigou
靖天資訊台,http://clawcloud.goiptv.de5.net/litv.php?id=4gtv-4gtv065&token=xiatianshigou
靖天電影台,http://clawcloud.goiptv.de5.net/litv.php?id=4gtv-4gtv061&token=xiatianshigou
靖天綜合台,http://clawcloud.goiptv.de5.net/litv.php?id=4gtv-4gtv046&token=xiatianshigou
靖天戲劇台,http://clawcloud.goiptv.de5.net/litv.php?id=4gtv-4gtv058&token=xiatianshigou
靖洋卡通台Nice Bingo,http://clawcloud.goiptv.de5.net/litv.php?id=4gtv-4gtv057&token=xiatianshigou
靖洋戲劇台,http://clawcloud.goiptv.de5.net/litv.php?id=4gtv-4gtv045&token=xiatianshigou
鳳凰衛視中文台,https://a3f1b2.kylintv.tv/live/pxna_iphone.m3u8
鳳凰衛視美洲台,https://a3f1b2.kylintv.tv/live/pxnaus_iphone.m3u8
鳳凰衛視香港台,https://a3f1b2.kylintv.tv/live/pxhkus_iphone.m3u8
鳳凰衛視資訊台,https://a3f1b2.kylintv.tv/live/pxinhd_iphone.m3u8
影迷數位紀實台,http://clawcloud.goiptv.de5.net/litv.php?id=litv-ftv15&token=xiatianshigou
影迷數位電影台,http://clawcloud.goiptv.de5.net/litv.php?id=4gtv-4gtv011&token=xiatianshigou
豬哥亮歌廳秀,http://clawcloud.goiptv.de5.net/litv.php?id=4gtv-4gtv006&token=xiatianshigou
寰宇財經台,http://clawcloud.goiptv.de5.net/litv.php?id=4gtv-4gtv158&token=xiatianshigou
寰宇新闻,http://jnzq.ohoyee.com:9080/live/xiangjiaoge-hyxw.m3u8
寰宇新聞台,http://clawcloud.goiptv.de5.net/litv.php?id=litv-longturn14&token=xiatianshigou
寰宇新聞台灣台,http://clawcloud.goiptv.de5.net/litv.php?id=4gtv-4gtv156&token=xiatianshigou
镜新闻台,https://d36dgdk71xuzzg.cloudfront.net/v1/manifest/3a2ac8e6b6c76471996ebf627393d9c9417a60b6/linetv-6-627778910172-MediaTailor-production/81c30c93-82df-49c9-975c-61a17204cbba/1.m3u8
龍華日韓台,http://clawcloud.goiptv.de5.net/litv.php?id=litv-xinchuang11&token=xiatianshigou
龍華卡通台,http://clawcloud.goiptv.de5.net/litv.php?id=litv-xinchuang01&token=xiatianshigou
龍華洋片台,http://clawcloud.goiptv.de5.net/litv.php?id=litv-xinchuang02&token=xiatianshigou
龍華偶像台,http://46.38.157.60:53874/proxy/2fbdd9c9dd4627f0.m3u8
龍華偶像台,http://clawcloud.goiptv.de5.net/litv.php?id=litv-xinchuang12&token=xiatianshigou
龍華經典台,http://clawcloud.goiptv.de5.net/litv.php?id=litv-xinchuang21&token=xiatianshigou
龍華電影台,http://46.38.157.60:53874/proxy/d9255b48be481af4.m3u8
龍華電影台,http://clawcloud.goiptv.de5.net/litv.php?id=litv-xinchuang03&token=xiatianshigou
龍華戲劇台,http://clawcloud.goiptv.de5.net/litv.php?id=litv-xinchuang18&token=xiatianshigou
龍龍華洋片台,http://46.38.157.60:53874/proxy/06d0b0bbd784014c.m3u8
韓國娛樂台 KMTV,http://clawcloud.goiptv.de5.net/litv.php?id=4gtv-4gtv016&token=xiatianshigou




🇯🇵日本頻道,#genre#
█████████████████████████████████████████████
KBS WORLD,https://hello.kbshlsfree.workers.dev/free/channel/14/master.m3u8
ワンニャンチャンネル,https://cdn-uw2-prod.tsv2.amagi.tv/linear/amg01287-rakutentvjapan-pet-cmaf-rakutenjp/playlist.m3u8
QVC,https://cdn-live1.qvc.jp/iPhone/1501/1501.m3u8
